nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0333846	Ulla-Carin Grafström	\N	\N	director,producer,writer	tt0156601,tt6401560,tt8852430,tt19895106
nm0335234	Adam Grant	\N	\N	actor	tt0079781
nm0336887	Phil Gray	\N	\N	actor,music_department	tt0076451,tt0052242,tt0073026,tt0239193
nm0337262	Jim Grce	1956	2022	camera_department,cinematographer	tt0120201,tt0087995,tt1650062,tt0120685
nm0337642	Bill Green	1922	\N	actor	tt0077766,tt0104739
nm0337821	Eleonora Green	\N	\N	actress	tt0180919,tt0154031,tt0072668
nm0337947	Janice Green	\N	\N	actress	tt0123956
nm0339576	Gail Gregg	\N	\N	actress	tt0047739
nm0340939	Barbara Grier	1933	2011	actress,archive_footage	tt0112860,tt0088782
nm0341375	Tex Griffin	\N	\N	actor	tt0105827
nm0342305	Felicitas Grimm-Luck	\N	\N	actress	tt0117517
nm0342867	Bart Groen	\N	\N	art_department,art_director,production_designer	tt0111201,tt2325977,tt4976512,tt3370324
nm0344032	Mike Grover	\N	\N	art_department	tt0080365
nm0344703	Scott Grusin	\N	\N	music_department,composer,sound_department	tt0114857,tt0096928,tt0090728,tt0110632
nm0346450	Bernard Guetta	\N	\N	actor	tt0181910,tt2650054,tt4288614,tt0446863
nm0346592	Gina Guglielmotti	\N	\N	script_department,editorial_department,miscellaneous	tt0045065,tt0050629,tt0047469,tt0042794
nm0347959	Florence Gummersbach	\N	\N	actress	tt0098503
nm0348122	Selma Güneri	1949	\N	actress	tt0278347,tt0411892,tt0430040,tt0410401
nm0349312	Walt Guthrie	\N	\N	actor	tt0222233,tt0073624,tt0074728
nm0349917	Claude Guyonnet	\N	\N	actor	tt17912040,tt2368635,tt0189281,tt0259340
nm0350884	Ernesto Gómez Cruz	1933	2024	actor	tt0091261,tt0112619,tt0313196,tt0077287
nm0352917	Stewart Hadley	\N	\N	camera_department,miscellaneous,art_department	tt0795493,tt0486576,tt0171363,tt0103568
nm0354378	Karen Hairston	\N	\N	actress	tt0156843
nm0356553	Elmo Halliday	\N	\N	editor,assistant_director,editorial_department	tt0372528,tt31124169,tt11328042,tt0111632
nm0357453	John Hamburg	1970	\N	producer,director,writer	tt0970866,tt4501244,tt1155056,tt14309446
nm0359715	Clarence Handyside	1854	1931	actor	tt0004182,tt0009728,tt0007060,tt0007349
nm0359716	Kim Handysides	\N	\N	actress,miscellaneous	tt2582500,tt0107447,tt3383612,tt8991590
nm0360442	Teresa Hannigan	\N	\N	editor,director,producer	tt27954448,tt11090458,tt6987476,tt0896529
nm0362664	Jeff Hardy	1977	\N	actor,stunts,archive_footage	tt0227972,tt0421463,tt1188759,tt0185103
nm0365500	Brent Harrison	\N	\N	actor	tt0097336
nm0367057	Christian Hartmann	\N	\N	composer,soundtrack	tt0044545,tt0213490,tt0179068,tt0268698
nm0368717	Eddie Hatch	\N	\N	transportation_department	tt1655442,tt3181822,tt0108550,tt0251736
nm0369983	Jeff Hawk	\N	\N	actor	tt0102676,tt0162955,tt1737633
nm0371095	Kaai Hayes	\N	\N	actor	tt0063194,tt0062568
nm0371964	Jakob Hazell	\N	\N	actor	tt0178398
nm0373171	Håkan Hede	\N	\N	make_up_department,director,composer	tt6343310,tt0216585,tt0147765,tt0062548
nm0373958	Günther Heider	\N	\N	actor	tt0089973,tt0059990,tt0063920,tt0070981
nm0375836	Anke Helsen	1955	\N	actress,soundtrack,archive_footage	tt0235139,tt0302161,tt0217221,tt0844747
nm0378129	Jere Henshaw	1930	1993	production_manager,producer,casting_director	tt0072308,tt0092718,tt0102005,tt0078767
nm0382461	Valerie Hiatt	\N	\N	assistant_director,writer,miscellaneous	tt0327940,tt0356833,tt0221581,tt0234623
nm0382596	Aidan Hickey	\N	\N	writer,director,animation_department	tt1999830,tt7604438,tt0185442,tt0389571
nm0383913	Knud Hilding	1921	1975	actor,archive_footage	tt0063119,tt0062882,tt0068081,tt0056546
nm0383954	Danny Hiles	\N	\N	make_up_department	tt0247164
nm0387901	Bernhard Hocke	\N	\N	actor	tt0110587
nm0389325	Julius Hofherr	\N	\N	director,writer,cinematographer	tt0062337
nm0391461	Astrid Holm Jensen	1968	\N	actress	tt0082633
nm0392486	Michelle Holt	\N	\N	miscellaneous	tt1523483,tt0156515,tt0094416
nm0393850	Heather Hooters	1971	\N	actress,archive_footage	tt0301052,tt0298773,tt0274808,tt5022942
nm0394740	Péter Horkay	1974	\N	actor	tt0411477,tt1453159,tt0149531,tt0111953
nm0394767	Katri Horma	\N	\N	actress	tt0103226,tt0097578,tt0107521,tt0296589
nm0396117	Martin Hospudka	\N	\N	actor	tt0119608
nm0396195	Matthew Hostomsky	\N	\N	miscellaneous	tt0144157
nm0397500	Merri D. Howard	\N	\N	producer,production_manager,assistant_director	tt0092455,tt12823454,tt8089592,tt0112178
nm0399445	Doug Hubert	\N	\N	sound_department	tt0125460,tt0295925,tt0156413,tt0116048
nm0399680	Ruth Huddleston	\N	\N	sound_department	tt0450314,tt0207638,tt2193053,tt5511582
nm0401045	Patrick Hugnin	\N	\N	actor	tt0093296
nm0403165	Luray Huntley	1890	1919	actress,archive_footage	tt0003471,tt0008845,tt0008291,tt0138576
nm0403483	Pat Hurley	\N	\N	actor	tt0331805,tt0128886,tt0101124,tt0254009
nm0404779	Roger Huynh	\N	\N	visual_effects,animation_department,miscellaneous	tt0296572,tt0116213,tt0129167,tt0167261
nm0405671	Maria Håård	1958	\N	art_department,art_director,production_designer	tt1216487,tt1132620,tt1343097,tt1634549
nm0406033	Anne Høegh Krohn	1966	\N	director,writer	tt1223447,tt0239414,tt0493632,tt0135722
nm0406620	Haida Ibáñez	\N	\N	actress	tt0087387
nm0407257	Valentin Igolkin	\N	\N	actor	tt0090375
nm0407478	David Scott Ikegami	\N	\N	cinematographer,camera_department,sound_department	tt3233980,tt1001474,tt1675974,tt1447971
nm0411356	Sigifredo Ismare	\N	\N	actor	tt0091530
nm0411717	Kôjun Itô	\N	\N	actor	tt0367913,tt4176776,tt0116767,tt0807832
nm0414420	Greg Jacobs	\N	\N	miscellaneous	tt0093042,tt0093509
nm0416285	Ashley James	\N	\N	cinematographer,camera_department,director	tt0111676,tt3107030,tt0972384,tt3280234
nm0416567	Idell James	\N	\N	actress,casting_department,casting_director	tt0058213,tt0338111,tt0447205,tt6788904
nm0417406	Suzanne Jandu	\N	\N	visual_effects	tt0360717,tt1046173,tt0370263,tt2015381
nm0421105	Alex Jennings	1957	\N	actor,soundtrack,archive_footage	tt3722070,tt0436697,tt0120520,tt0449467
nm0421687	Steve Jensen	\N	\N	stunts	tt0130652,tt0098351
nm0422135	George Jeske	1891	1951	writer,director,actor	tt0027008,tt0024019,tt0034621,tt0026937
nm0422189	Alexander Jessen	\N	\N	actor	tt0207461
nm0423270	Linda Jo	\N	\N	producer,miscellaneous,actress	tt0120794,tt0116583,tt0492456,tt0432378
nm0423372	Mike Jobe	\N	\N	visual_effects,special_effects,actor	tt0120201,tt0089092,tt0418279,tt0163025
nm0423993	Leif Johansson	\N	\N	actor	tt0322987,tt0279911
nm0424555	Barkley Johnson	\N	\N	actor	tt0077078,tt0397801,tt0075601,tt0077010
nm0426291	Susan Dee Johnson	\N	\N	art_department	tt0240890,tt0119360,tt1839654
nm0427953	Donna Ross Jones	\N	\N	music_department	tt2097201,tt2330327,tt0133981,tt1814990
nm0428934	Nick Jones	\N	\N	actor	tt0068509
nm0431199	Kalervo Joutsjoki	\N	\N	actor	tt0113556
nm0433061	Stefánia Jurásová	1933	\N	costume_designer	tt0249444,tt0261808,tt0097827
nm0433489	Peter Jännert	1965	\N	producer,writer	tt0108749,tt0115088,tt0144061,tt7949022
nm0433645	Krister Jönsson	\N	\N	actor	tt1278449,tt0120562
nm0433942	Tony Kaan	\N	\N	actor,miscellaneous	tt0327925,tt0287222,tt0239175,tt0114183
nm0435096	Tulepbergen Kaipbergenov	1929	2010	writer	tt0237493
nm0436920	Uwe Kamper	\N	\N	actor	tt0042774
nm0439087	Kimberly Kardin	\N	\N	casting_director	tt0114888
nm0440334	Tengoku Karyo	\N	\N	composer	tt0107587
nm0444196	Richard Keats	1964	\N	actor,archive_footage	tt10313176,tt13197674,tt2193021,tt0131436
nm0446982	Larry Kelman	\N	\N	actor,miscellaneous	tt0093974
nm0447716	Liza Kendrick	\N	\N	actress	tt0073675
nm0448222	Merideth Kennedy	\N	\N	actress	tt0087798,tt0089098
nm0450061	Kertia	\N	\N	actress	tt0278039,tt7175872,tt0302896,tt0291098
nm0453303	Pat Kilpatrick	\N	\N	visual_effects,editorial_department,location_management	tt0101921,tt0097335,tt0096118,tt0096119
nm0453492	Jacqueline Kim	\N	\N	actress,producer,writer	tt0111280,tt0120461,tt3090670,tt0239467
nm0453669	Seung-Hyun Kim	\N	\N	actress	tt0127692
nm0454007	Thomas C. Kimmel	\N	\N	transportation_department	tt0097322,tt0099578
nm0455283	Sonny King	1922	2006	actor,archive_footage	tt0058529,tt0056470,tt0042094,tt0040048
nm0455421	Amanda Kingery	\N	\N	actress	tt0119668
nm0455483	Lonna D. Kingsbury	\N	\N	actress,make_up_department	tt0128170,tt8191334,tt0439592
nm0456328	Magnus Kirchoff	\N	\N	actor	tt0154034
nm0457166	Sara Kiser	\N	\N	miscellaneous	tt0119361
nm0457805	Thekla Kittou	\N	\N	actress,script_department,director	tt0263630,tt0070380,tt0143232,tt1409792
nm0458399	Jindrich Klaus	1970	\N	stunts,actor	tt0370263,tt1034303,tt0183790,tt0381061
nm0459534	Vitaliy Klimenkov	\N	\N	visual_effects,art_department,production_designer	tt0112460,tt0174953,tt0103322,tt0076673
nm0460158	Christine Kludjian	\N	\N	actress	tt0242733,tt0197072,tt0169619,tt0371560
nm0461662	Nick Knox	1953	2018	actor	tt13391874,tt0138902
nm0462410	Steffen Koch	\N	\N	director,assistant_director	tt0061910,tt0294632
nm0467486	Igor Kostolevskiy	1948	\N	actor,soundtrack,archive_footage	tt0264649,tt0079193,tt0081609,tt0495055
nm0469376	Erick Kral	\N	\N	\N	\N
nm0469819	Connie Moore Kranz	\N	\N	actress	tt0094529,tt0092559
nm0471362	Eva Krini	\N	\N	actress	tt0072910
nm0471919	Arne Krogh	1909	1985	actor	tt0038482,tt0123125,tt0123942,tt0072247
nm0472000	Ben Kronen	1921	2018	actor	tt0081766,tt0356634,tt0087175,tt0088476
nm0475105	Joachim Kunert	1929	2020	director,writer,assistant_director	tt0057816,tt0056727,tt0065437,tt0172738
nm0475663	Alfred Kurella	1895	1975	writer	tt0027388,tt0066509
nm0476810	S. Kuzmyrev	\N	\N	\N	\N
nm0476842	Konstantin Kuznetsov	1899	1982	cinematographer	tt0263501,tt0017271,tt0016570,tt0176098
nm0476952	Igor Kvasha	1933	2012	actor,archive_footage	tt0963997,tt1502860,tt0411998,tt0471338
nm0477479	Giorgos Kyriakidis	1938	2014	actor,archive_footage	tt0262508,tt0354644,tt0135124,tt0136514
nm0477984	Dietrich Körner	\N	\N	sound_department,music_department	tt2290553,tt0309391,tt0337573,tt0276820
nm0478575	James Laforte	\N	\N	make_up_department	tt0077660,tt0081872,tt0076458
nm0479362	Ana LaBastida	\N	\N	miscellaneous	tt0115571
nm0479844	Ina Lacatus	\N	\N	editorial_department	tt0124993,tt0062537,tt0075067,tt0127016
nm0480200	Pierre Lacombe	\N	\N	editor,director	tt0269029,tt1205582,tt0276169,tt0441659
nm0480332	Roger Lacroix	\N	\N	art_department,costume_department,miscellaneous	tt0114510,tt0092721,tt0119279,tt0114228
nm0485413	Kiva Lane	\N	\N	make_up_department	tt0101675,tt0103851,tt0100765,tt0365290
nm0486951	Eugénie Lannez	\N	\N	actress	tt0102552
nm0490425	Wolfgang Latteyer	\N	\N	producer	tt0269493,tt1396564,tt1743927,tt10534974
nm0491047	Robert G. Laurel	1938	2001	producer	tt0093881
nm0492781	Greg Lawrence	\N	\N	transportation_department,stunts	tt0120901,tt0071571,tt0085408,tt0098645
nm0500168	Anne Leigh	\N	\N	actress	tt0004884,tt0007394
nm0500376	Sheila Leighton	1940	\N	actress	tt0060028,tt0059991,tt0058805,tt0061277
nm0501298	Eric Lemieux	\N	\N	stunts	tt0117653
nm0502839	Sergio Leonardo	\N	\N	writer,director	tt0314675,tt0143920,tt0190440,tt0180721
nm0503012	Wolfgang Leonhard	1921	2014	writer,archive_footage	tt0352778,tt0138513,tt5479264,tt0170896
nm0504432	Danny Lester	1959	2008	special_effects	tt0113855,tt0096734,tt0099371,tt0114168
nm0505461	Lee Levi	\N	\N	actor	tt0230570,tt0230715
nm0506273	Kari Levola	1957	\N	writer	tt0088437,tt0102673,tt0164954,tt0164859
nm0507254	Harry Lewis	\N	\N	director,producer,writer	tt0177556,tt0195506,tt0141394,tt0143421
nm0507984	Lana Ley	\N	\N	actress	tt0188860
nm0508128	José María de Leyva	\N	\N	miscellaneous	tt0120274,tt0099449,tt0092555,tt0242350
nm0509414	Todd Lieberman	\N	\N	producer	tt3513500,tt1204342,tt0964517,tt0988047
nm0509907	Huck Liggett	1952	\N	actor,casting_department,casting_director	tt0289851,tt0083437,tt0096569,tt0138956
nm0511201	Henrik Lind	\N	\N	stunts	tt0136535,tt3103598
nm0511364	Gary R. Lindberg	\N	\N	producer,director	tt0090151,tt0814328
nm0511406	Sten Lindberg	1943	\N	editorial_department,camera_department,actor	tt0150662,tt1291652,tt0203166,tt0089606
nm0511594	Dolf van der Linden	1915	1999	composer,music_department,soundtrack	tt1129445,tt0047766,tt0060044,tt0046371
nm0516609	Erina Locatelli	\N	\N	actress	tt0054263,tt0054237,tt0186517,tt0162242
nm0516933	Ross Lockridge Jr.	1914	1948	writer	tt0050882
nm0517507	Anne Logan	\N	\N	actress	tt0078950
nm0517531	Clarence Logan	\N	\N	special_effects,actor	tt0314353,tt0800039,tt0243609,tt0315824
nm0519382	Michael Longmire	\N	\N	miscellaneous,producer	tt0244897,tt0088486,tt13320720,tt0289819
nm0519550	Claudia Lonow	\N	\N	producer,writer,actress	tt2226397,tt1441096,tt7546290,tt0165057
nm0519623	Peter Looby	\N	\N	art_department	tt0113492,tt0120915,tt0117631,tt0117589
nm0520380	Theodore Lorch	1873	1947	actor,archive_footage	tt0011387,tt0039444,tt0017932,tt0037813
nm0520998	Eva Loring	1869	1937	actress	tt0006674
nm0524559	Ion Lucian	1924	2012	actor	tt0154125,tt0048930,tt0141904,tt0154134
nm0525949	Angelo Lumpkin	\N	\N	miscellaneous	tt0194281
nm0526083	Rita Luna	\N	\N	actress	tt0228647
nm0526756	Maggie Lunn	1961	2017	casting_director,casting_department	tt0465551,tt0974077,tt1441940,tt0787985
nm0527897	Nikita Lyan-Kun	1882	1947	actor	\N
nm0528055	Jens Søren Lykke	\N	\N	actor	tt0096520
nm0532056	Sean MacDuff	\N	\N	actor	tt0066471
nm0532295	Brian MacGrath	\N	\N	stunts	tt0114465
nm0534640	Sean Madden	1962	\N	actor	tt0384766,tt0120865,tt0132666,tt0116935
nm0534893	Alix Madigan	\N	\N	producer,actress	tt1399683,tt1655441,tt2238050,tt0896798
nm0535504	Salustiano Maestro	\N	\N	art_department	tt0146309,tt0088708,tt0110052,tt0111264
nm0539568	Barkat Ali Malik	\N	\N	actor	tt0170407
nm0539892	María Angélica Mallarino	\N	\N	actress	tt2066179,tt0371476,tt0181754,tt5026222
nm0540262	Christian Malmin	\N	\N	actor,music_department,sound_department	tt0058796,tt0069658,tt0118487,tt0369738
nm0540381	Antonio Malonda	1933	\N	actor,miscellaneous	tt0323425,tt1788634,tt10464754,tt0075873
nm0542031	Nick Manetti	\N	\N	actor	tt11683128,tt0184266,tt4889322,tt4886978
nm0543597	Seranie A. Manoogian	\N	\N	producer,production_manager,animation_department	tt2818496,tt10814036,tt8129006,tt1561755
nm0545001	Lili Marberg	1876	1962	actress	tt1565007,tt0146273,tt0242177
nm0548498	Brian Markinson	1961	\N	actor,producer,archive_footage	tt11816814,tt0804503,tt9108604,tt0822854
nm0549035	Helle Markussen	\N	\N	art_department,miscellaneous	tt6060992,tt0194608,tt2151454,tt1266539
nm0552932	Ray Martin	1906	1966	actor	tt0027700,tt0024783,tt0030089,tt0135570
nm0553604	Leo Martinez	1950	\N	actor,assistant_director,director	tt3785036,tt0437337,tt0080066,tt0152539
nm0553614	Lorenzo Martinez	\N	\N	animation_department,art_department,visual_effects	tt0082509,tt0424095,tt0461770,tt0097757
nm0555573	Stuart Marwick	\N	\N	actor,miscellaneous	tt3432586,tt0065788,tt3704260
nm0556224	Margaret Mascorro	\N	\N	miscellaneous	tt0123956
nm0558620	Cecil Mathews	\N	\N	actor	tt0047722
nm0558901	Alphonse Mathis	\N	\N	actor	tt0049450
nm0559819	Justine Mattera	1971	\N	actress	tt0393329,tt0475143,tt1637675,tt0491611
nm0560285	Massimo Mattia	\N	\N	actor	tt0150056
nm0560441	Lee Mattox	\N	\N	actor	tt0098453
nm0562441	Ken Mayer	1918	1985	actor,archive_footage	tt0065988,tt0043234,tt0056112,tt0179765
nm0563856	Jeannine McAdams	\N	\N	art_department	tt0115571
nm0565320	Siobhan McCarthy	1957	\N	actress	tt0203248,tt0090477,tt1744476,tt1166893
nm0565434	Robert McCarty	\N	\N	director,writer,editor	tt0145045,tt0070204,tt0059199,tt0073006
nm0565688	Colin McClean	\N	\N	actor	tt0157472,tt0128083,tt5834204,tt0201391
nm0566705	Bob McCoy	\N	\N	music_department	tt0135708,tt0106053,tt0083441,tt0106052
nm0566814	Timothy McCoy	\N	\N	actor	tt0105508
nm0567020	Steven McCrindle	\N	\N	miscellaneous	tt0110892
nm0567502	Colleen McDermott	\N	\N	actress,camera_department,producer	tt0413573,tt0048845,tt0115458,tt0094998
nm0568924	Blanche McGarrity	1897	1973	actress	tt0013319,tt0013532,tt0333835,tt0342307
nm0569185	Brownie McGhee	1915	1996	actor,music_department,composer	tt0092563,tt0079367,tt0092513,tt1582507
nm0569441	Norman McGlen	1911	1976	actor,archive_footage	tt0069647,tt2389550,tt0066637,tt1824800
nm0570630	Angus McIntosh	1914	2005	actor	\N
nm0572009	Doug McKitterick	\N	\N	camera_department	tt0116393
nm0572450	Wynne McLaughlin	1961	\N	writer,miscellaneous	tt0117420,tt0114648,tt0276104,tt1114270
nm0572986	Alan McMahon	\N	\N	actor,miscellaneous	tt0102216,tt0108526,tt0104252,tt24573632
nm0574038	Kristin McNiff	\N	\N	costume_designer,art_department,costume_department	tt0084867,tt0087229,tt0089444,tt0087735
nm0574678	Hannah McVeigh	\N	\N	actress	tt0118409,tt0124910
nm0575399	Vladimir Medar	1923	1978	actor	tt0067093,tt0057559,tt0057179,tt0179945
nm0575530	Suki Medencevic	1963	\N	cinematographer,camera_department,producer	tt0365285,tt1844624,tt0369258,tt0469062
nm0575937	Tereza Medved	\N	\N	costume_department	tt0082356,tt0091663
nm0576440	Gary Mehlman	\N	\N	producer,executive	tt0374563
nm0580966	Samuel Merla	\N	\N	actor	tt0099221
nm0581929	Tom Mesmer	1972	\N	actor,composer,writer	tt0421239,tt27010192,tt27010212,tt27010242
nm0582449	Christine Metcalfe	\N	\N	actress	tt0080715
nm0582602	James Metropole	1934	\N	art_department,actor,director	tt0081858,tt0065327,tt1076794,tt0860892
nm0583491	Austin Myers	\N	\N	costume_department,costume_designer	tt0117108,tt0959337,tt1632708,tt0120633
nm0583730	Françoise Meyruels	\N	\N	actress	tt0109731,tt0173594,tt0168425,tt0167585
nm0583937	Erzsébet Mialkovszky	1928	1988	costume_designer,actress	tt0066429,tt0090291,tt1362532,tt0085688
nm0586271	Béla Mihályffi	1891	1948	actor	tt0033829,tt0030432,tt0033734,tt0159229
nm0587488	Mirko Milisavljevic	1909	1988	actor	tt0173645,tt1106725,tt0180279,tt0179851
nm0587934	Baird Miller	1931	2011	actor	tt0062568
nm0588376	Gary J. Miller	\N	\N	producer	tt0122194
nm0588395	George Miller	\N	\N	actor	\N
nm0589567	André Millet	\N	\N	actor	tt0278397
nm0590971	David Minasian	\N	\N	producer,director,editor	tt5830176,tt4781656,tt20197076,tt0451022
nm0591585	Peter R Minor	\N	\N	location_management,camera_department,editorial_department	tt1392170,tt0415306,tt1545754,tt1993391
nm0592188	Robert Miranda	\N	\N	actor,writer,producer	tt0095631,tt0181316,tt0116213,tt0105417
nm0592260	Joaquín Miras	\N	\N	miscellaneous	tt0145749
nm0593981	María Elena Mitre	\N	\N	producer	tt0113992
nm0594859	Mlinarsky	\N	\N	actor	tt0022368
nm0595789	Morten Mogstad	\N	\N	actor	tt0124864,tt0113029,tt6060744
nm0597253	Mikhail Molotov	\N	\N	producer,miscellaneous	tt3095268,tt0261182,tt27009075,tt0091602
nm0597645	Chip Monck	\N	\N	camera_department,miscellaneous,actor	tt0118147,tt0065780,tt0498964,tt0093951
nm0597784	Hélène Mondoux	\N	\N	actress	tt0102468,tt0815761,tt0189260,tt16401256
nm0600512	Michael Moody	1961	\N	producer	tt0120211,tt8439488,tt10832846,tt1914388
nm0601243	Gerald Moore	1925	\N	actor	tt0034760,tt0037058
nm0603164	Jean Moravan	\N	\N	writer	tt0034001
nm0603729	Brian Morelli	\N	\N	producer,miscellaneous	tt0343240,tt0129720
nm0603922	Daysi Moreno	\N	\N	actress	tt0112744
nm0606384	Beth Morris	1943	2018	actress	tt0210636,tt0074006,tt0188315,tt0216496
nm0606542	Garry Morris	\N	\N	\N	\N
nm0607888	Paul Mortimer	\N	\N	editor,editorial_department,writer	tt0274861,tt0288488,tt0309122,tt0271580
nm0608570	Duff Moses	\N	\N	art_department	tt0104744,tt0099610
nm0609264	Imo Moszkowicz	1925	2011	director,writer,actor	tt0115080,tt0131686,tt0806910,tt0489238
nm0609514	Louise Motte	\N	\N	actress	tt0120449
nm0610911	R. Nataraja Mudaliar	1885	1972	director,cinematographer,producer	tt22264344,tt0243934,tt0244012,tt22398092
nm0611133	Willi Muench	\N	\N	actor	tt0071655,tt0085882,tt0079703
nm0612927	Robert Munk	\N	\N	actor	tt0061277,tt0069620,tt0056757,tt0062572
nm0613979	Will Murley	\N	\N	miscellaneous	tt0097303
nm0615634	Peter Musekwa	\N	\N	camera_department	tt0093506,tt0093983,tt0097498,tt0233615
nm0615836	Stub Musselman	\N	\N	actor	\N
nm0616027	Jone Salinas	1918	1992	actress,archive_footage	tt0032437,tt0041506,tt0039792,tt0052763
nm0616414	Gloria Muñoz	1948	\N	actress,soundtrack,archive_footage	tt0243794,tt6984534,tt0415421,tt0113083
nm0617084	Myra	\N	\N	actress	tt0083509
nm0617720	Hubert Mérial	1914	\N	production_manager,assistant_director	tt0051378,tt0065234,tt0138126,tt0052556
nm0618003	Winni Møller	\N	\N	costume_department,costume_designer	tt6396880,tt0193763,tt0243078,tt0126749
nm0619211	Masaichi Nagata	1906	1985	producer,miscellaneous,writer	tt0042876,tt0060446,tt0046407,tt0327002
nm0623619	James A. Neal	1959	2019	camera_department,miscellaneous	tt0109178,tt0118866,tt0196723,tt0349169
nm0625379	Gary Nelson	1934	2022	director,assistant_director,producer	tt0078869,tt0075597,tt0058805,tt31149690
nm0626527	Celia Nestell	\N	\N	actress	tt0097965
nm0628274	Stephen L. Newman	\N	\N	producer	tt0121326
nm0629630	Kelsey Nichols	\N	\N	actor,miscellaneous	tt1333125,tt0098838
nm0629687	Paunita Nichols	\N	\N	actress	tt0104073,tt0096606,tt0074412,tt0086734
nm0629977	Bernhard Nickel	\N	\N	actor	tt0097910
nm0630073	Dana Nickola	\N	\N	actress	tt0107108
nm0635787	David Norris	\N	\N	actor	tt0068509
